SH
22
28
14
21
27
25
28
59
15
44
23
23
97
95
14
28
41
18
76
44
35
14
27
23
12
41
85
75
49
41
30
52
77
39
17
85
43
45
18
22
51
20
28
21
38
66
19
58
39
55
30
42
73
18
55
26
35
31
90
65
73
45
15
75
78
85
41
71
26
43
66
17
17
25
23
88
22
55
75
75
42
33
28
70
45
55
45
35
60
39
20
33
45
20
17
23
14
45
40
10
27
35
13
46
17
25
25
25
58
45
32
37
17
20
53
60
41
18
24
36
12
50
84
72
14
27
10
47
84
39
23
19
20
49
16
20
52
41
62
13
10
75
52
21
63
55
14
19
31
30
40
19
15
57
20
35
45
75
78
49
40
93
35
19
52
69
35
31
11
24
17
57
28
15
93
24
72
70
78
30
23
64
31
20
44
27
62
48
50
74
32
44
39
60
71
72
47
15
45
20
15
66
54
72
55
84
75
63
35
25
43
45
15
70
30
65
62
85
114
20
69
42
20
22
12
30
22
45
44
56
34
92
15
29
40
36
20
64
28
27
73
38
14
18
67
12
17
73
39
36
11
51
29
65
22
45
30
100
24
44
102
50
44
25
40
55
30
87
28
46
72
47
58
49
70
31
30
23
65
54
50
70
32
22
48
25
36
26
72
13
35
15
55
41
27
42
40
32
73
26
76
55
39
20
41
44
35
29
72
25
21
63
40
44
35
26
50
20
40
19
78
25
34
37
29
28
22
30
69
36
25
27
24
63
12
61
38
41
30
49
27
33
22
23
70
77
50
45
15
52
46
37
44
55
26
35
42
14
31
23
70
103
85
25
89
33
30
54
40
10
22
53
27
32
41
27
21
74
35
16
29
24
76
21
15
14
17
78
25
40
50
16
35
47
31
67
25
17
30
36
18
18
20
30
30
40
63
30
27
10
69
35
55
30
24
10
21
25
26
48
63
61
18
22
70
49
15
65
46
55
21
25
13
89
25
35
50
38
20
27
43
57
53
35
47
25
72
72
55
25
39
76
27
40
32
21
24
19
31
62
25
17
70
47
75
53
22
23
35
30
26
35
114
93
25
35
10
18
34
84
55
35
41
25
32
28
41
14
37
49
36
21
27
25
20
20
27
25
20
36
70
29
57
27
10
13
75
20
20
46
89
78
17
77
50
25
27
40
37
25
79
73
19
11
30
27
84
61
15
40
70
41
31
16
37
49
15
36
78
30
55
37
84
20
18
21
24
103
20
10
36
30
23
23
28
20
31
45
26
69
19
26
45
45
10
35
21
65
17
47
58
24
24
31
57
38
16
87
31
29
15
75
76
32
24
87
52
74
10
16
62
42
78
22
17
12
12
30
39
14
78
36
24
43
50
49
10
50
28
43
62
46
70
33
70
55
42
84
26
35
45
70
77
25
50
20
55
44
10
48
79
21
13
11
52
55
76
78
38
29
93
20
47
32
22
12
22
102
17
105
17
39
25
41
114
11
25
25
38
87
36
15
21
65
72
36
47
54
28
20
13
45
30
30
17
47
70
65
27
65
18
38
42
70
70
26
29
44
17
17
72
44
4
21
25
27
28
50
43
87
39
73
63
52
70
40
70
77
19
30
40
63
55
19
55
25
10
12
56
17
33
19
22
21
12
28
47
21
30
18
23
21
31
53
8
36
29
25
12
18
11
38
22
30
44
41
34
10
39
35
76
58
51
51
56
15
32
28
12
41
90
70
50
26
75
45
25
66
46
16
62
10
64
60
42
85
47
85
17
16
14
45
12
78
14
19
21
13
63
18
56
18
68
26
70
16
35
77
14
38
36
98
22
15
38
19
62
64
20
27
48
14
15
46
16
10
19
104
15
16
54
45
20
35
107
15
12
36
10
49
17
30
20
41
16
70
95
90
20
70
22
24
12
11
20
23
61
28
54
60
34
32
11
20
100
15
99
23
